9865436 4000
1 1666 374
0 1055 15173
1 1858 1055
0 1284 17200
1 1355 1284
0 1376 14840
1 1187 1376
0 1686 16865
1 205 1686
0 826 18641
1 23 826
0 700 18058
1 437 700
0 692 15105
1 55 692
0 373 16225
1 348 373
0 1787 15662
1 1975 1787
0 1110 15820
1 1957 1110
0 540 18010
1 564 540
0 632 16735
1 1423 632
0 1154 14572
1 282 1154
0 1828 16528
1 1370 1828
0 1459 17517
1 605 1459
0 68 17287
1 59 68
0 1953 16446
1 575 1953
0 1927 18710
1 115 1927
0 951 14582
1 28 951
0 283 15715
1 1575 283
0 1648 18976
1 1647 1648
0 9 16450
1 1605 9
0 1442 14666
1 1067 1442
0 273 15245
1 1125 273
0 822 18520
1 1935 822
0 1561 17758
1 1113 1561
0 1541 15397
1 1217 1541
0 1259 15400
1 147 1259
0 522 17066
1 1649 522
0 107 15044
1 824 107
0 805 16742
1 1391 805
0 1941 16104
1 1510 1941
0 847 15913
1 1013 847
0 516 16213
1 530 516
0 122 18976
1 1661 122
0 1154 15265
1 1150 1154
0 1247 19216
1 113 1247
0 951 14926
1 547 951
0 228 15129
1 1492 228
0 1010 16729
1 192 1010
0 264 14896
1 1290 264
0 1570 16973
1 1027 1570
0 1442 18276
1 1297 1442
0 1768 15409
1 1532 1768
0 1040 16685
1 1176 1040
0 1604 15652
1 307 1604
0 944 17738
1 681 944
0 469 17230
1 1161 469
0 247 18606
1 256 247
0 922 15643
1 1838 922
0 1705 16045
1 1011 1705
0 129 16722
1 191 129
0 604 16066
1 1498 604
0 1847 15425
1 1922 1847
0 951 19754
1 1468 951
0 1603 15963
1 582 1603
0 641 18961
1 862 641
0 374 17320
1 733 374
0 409 17150
1 1980 409
0 877 17232
1 464 877
0 1375 15624
1 1480 1375
0 441 17427
1 361 441
0 107 16983
1 494 107
0 609 18323
1 1954 609
0 1039 15954
1 954 1039
0 692 15755
1 781 692
0 1982 15887
1 698 1982
0 1816 15626
1 1741 1816
0 1258 15793
1 690 1258
0 1263 17990
1 1540 1263
0 220 18480
1 376 220
0 1055 17829
1 555 1055
0 400 16730
1 399 400
0 1261 16591
1 917 1261
0 820 16730
1 713 820
0 99 16023
1 1232 99
0 406 16054
1 1703 406
0 427 17105
1 717 427
0 1154 16176
1 463 1154
0 343 15999
1 1478 343
0 693 17923
1 470 693
0 1668 16336
1 92 1668
0 616 17429
1 1842 616
0 1259 19703
1 485 1259
0 909 16092
1 74 909
0 179 16710
1 1929 179
0 1765 17166
1 1663 1765
0 1511 18455
1 1094 1511
0 956 18738
1 995 956
0 1434 17136
1 1969 1434
0 1369 18619
1 1696 1369
0 1816 18501
1 1198 1816
0 1514 19579
1 22 1514
0 1551 16835
1 946 1551
0 1604 16880
1 492 1604
0 1787 16603
1 1789 1787
0 1712 16462
1 716 1712
0 1447 17337
1 731 1447
0 198 17676
1 1371 198
0 573 17265
1 1628 573
0 283 17108
1 1367 283
0 1237 17762
1 1900 1237
0 1110 17845
1 1273 1110
0 156 16487
1 1266 156
0 1982 18230
1 1410 1982
0 137 17843
1 103 137
0 1603 17677
1 1752 1603
0 1593 16909
1 919 1593
0 1877 16769
1 1918 1877
0 1705 16796
1 1292 1705
0 521 16625
1 806 521
0 296 17369
1 89 296
0 1408 17486
1 1122 1408
0 985 18116
1 645 985
0 963 16647
1 763 963
0 1777 16653
1 1581 1777
0 263 17253
1 1669 263
0 1177 17691
1 1597 1177
0 1466 16746
1 682 1466
0 776 16936
1 1806 776
0 1336 17220
1 803 1336
0 1801 19045
1 766 1801
0 1428 18059
1 1972 1428
0 1715 17813
1 1572 1715
0 1903 17295
1 359 1903
0 744 17387
1 280 744
0 1846 18770
1 1102 1846
0 1668 17080
1 1534 1668
0 721 18127
1 819 721
0 1140 16914
1 132 1140
0 9 18149
1 27 9
0 1797 17271
1 272 1797
0 1712 17542
1 1255 1712
0 949 17775
1 1413 949
0 258 17869
1 391 258
0 1878 17058
1 506 1878
0 1393 17887
1 1818 1393
0 810 17439
1 236 810
0 1769 17918
1 206 1769
0 1119 19619
1 1341 1119
0 129 17292
1 707 129
0 400 17400
1 910 400
0 1307 17566
1 1505 1307
0 254 17582
1 1461 254
0 1466 17463
1 1738 1466
0 1983 18848
1 1405 1983
0 260 18692
1 1358 260
0 1705 19028
1 1424 1705
0 957 17452
1 161 957
0 360 18149
1 1425 360
0 1727 18764
1 433 1727
0 1604 18250
1 160 1604
0 1685 17805
1 1659 1685
0 1140 17735
1 802 1140
0 1878 19498
1 548 1878
0 1668 17947
1 752 1668
0 427 17610
1 1142 427
0 1411 19218
1 1680 1411
0 409 17942
1 784 409
0 1765 19103
1 1029 1765
0 1167 17916
1 652 1167
0 1529 18162
1 397 1529
0 591 17779
1 335 591
0 263 18011
1 1870 263
0 573 18283
1 584 573
0 1895 18835
1 1758 1895
0 770 17860
1 649 770
0 166 18350
1 1469 166
0 62 18246
1 109 62
0 8 19279
1 794 8
0 441 18911
1 1387 441
0 616 18377
1 209 616
0 810 18186
1 1682 810
0 1349 18821
1 1129 1349
0 17 18687
1 935 17
0 562 19265
1 599 562
0 1459 18160
1 837 1459
0 1516 18874
1 1058 1516
0 325 18433
1 1402 325
0 1307 19139
1 1050 1307
0 254 18332
1 1932 254
0 427 19465
1 1691 427
0 1925 19180
1 208 1925
0 321 19307
1 1940 321
0 1177 18453
1 1206 1177
0 1140 18721
1 430 1140
0 1186 19230
1 37 1186
0 949 18407
1 1635 949
0 248 19038
1 900 248
0 221 18961
1 238 221
0 1609 18608
1 1556 1609
0 137 18927
1 980 137
0 1110 18764
1 1214 1110
0 1275 18791
1 702 1275
0 1393 18432
1 1115 1393
0 1167 18671
1 495 1167
0 1668 19268
1 1168 1668
0 1106 18883
1 1401 1106
0 1263 18482
1 1607 1263
0 540 19909
1 808 540
0 1428 18924
1 773 1428
0 721 18961
1 1404 721
0 9 18937
1 432 9
0 1529 19324
1 1496 1529
0 810 19477
1 1786 810
0 1982 19333
1 685 1982
0 1442 18587
1 851 1442
0 573 18679
1 4 573
0 609 19089
1 1222 609
0 616 18851
1 735 616
0 1393 19441
1 341 1393
0 1511 18927
1 1105 1511
0 886 19188
1 116 886
0 1816 19479
1 576 1816
0 1442 19212
1 1421 1442
0 1609 19342
1 1221 1609
0 1369 19169
1 687 1369
0 826 19018
1 1352 826
0 1927 19834
1 1747 1927
0 956 19259
1 853 956
0 1727 19057
1 40 1727
0 1110 19066
1 1417 1110
0 1275 19064
1 1614 1275
0 1349 19378
1 332 1349
0 1895 19077
1 11 1895
0 675 19697
1 298 675
0 1983 19212
1 874 1983
0 1516 19192
1 553 1516
0 1106 19056
1 1699 1106
0 1511 19679
1 162 1511
0 221 19372
1 1145 221
0 721 19347
1 1141 721
0 1705 19520
1 1876 1705
0 1801 19543
1 1085 1801
0 1106 19292
1 171 1106
0 1727 19540
1 262 1727
0 1765 19394
1 895 1765
0 1307 19511
1 1579 1307
0 886 19687
1 1952 886
0 1516 19808
1 1997 1516
0 1983 19741
1 1868 1983
0 1668 19441
1 1380 1668
0 8 19720
1 771 8
0 221 19639
1 1658 221
0 1349 19818
1 465 1349
0 1393 19794
1 891 1393
0 1816 19955
1 750 1816
0 1307 19725
1 865 1307
0 1514 19700
1 879 1514
0 65 19742
1 417 65
0 221 19810
1 600 221
0 1511 19687
1 163 1511
0 886 19768
1 1158 886
0 1511 19716
1 832 1511
0 675 19896
1 1826 675
0 1511 19834
1 1318 1511
0 8 19734
1 356 8
0 1307 19811
1 97 1307
0 951 19828
1 508 951
0 1393 19849
1 362 1393
0 221 19892
1 1328 221
0 1307 19941
1 130 1307
0 1816 19959
0 144 19959
1 144 1816
0 1307 19978
0 1123 19978
1 1123 1307
0 540 19926
0 737 19926
1 737 540
0 675 19909
0 1149 19909
1 1149 675
0 221 19908
0 1813 19908
1 1813 221
0 1393 19863
0 1626 19863
1 1626 1393
0 1511 19855
0 1813 19855
1 1813 1511
0 1927 19901
0 144 19901
1 144 1927
0 951 19864
0 1149 19864
1 1149 951
0 1349 19928
0 1823 19928
1 1823 1349
0 1516 19915
0 123 19915
1 123 1516
0 886 19816
0 144 19816
1 144 886
0 65 19815
0 1149 19815
1 1149 65
0 1983 19747
0 1328 19747
1 1328 1983
0 8 19747
0 123 19747
1 123 8
0 1259 19834
0 169 19834
1 169 1259
0 1514 19786
0 130 19786
1 130 1514
0 1188 19899
0 1123 19899
1 1123 1188
0 1119 19719
0 123 19719
1 123 1119
0 1832 19625
0 417 19625
1 417 1832
0 1801 19685
0 1318 19685
1 1318 1801
0 1727 19679
0 1826 19679
1 1826 1727
0 1705 19670
0 1123 19670
1 1123 1705
0 1878 19533
0 1318 19533
1 1318 1878
0 810 19768
0 1103 19768
1 1103 810
0 427 19503
0 750 19503
1 750 427
0 346 19578
0 123 19578
1 123 346
0 1765 19822
0 1626 19822
1 1626 1765
0 721 19495
0 750 19495
1 750 721
0 1982 19685
0 169 19685
1 169 1982
0 321 19696
0 356 19696
1 356 321
0 1106 19709
0 97 19709
1 97 1106
0 956 19430
0 97 19430
1 97 956
0 1186 19481
0 1626 19481
1 1626 1186
0 1411 19721
0 1328 19721
1 1328 1411
0 1442 19401
0 1328 19401
1 1328 1442
0 1925 19385
0 1997 19385
1 1997 1925
0 1369 19386
0 1328 19386
1 1328 1369
0 609 19424
0 771 19424
1 771 609
0 1895 19262
0 771 19262
1 771 1895
0 1110 19516
0 1123 19516
1 1123 1110
0 826 19219
0 262 19219
1 262 826
0 142 19348
0 1579 19348
1 1579 142
0 122 19389
0 1868 19389
1 1868 122
0 1648 19504
0 1318 19504
1 1318 1648
0 641 19260
0 771 19260
1 771 641
0 9 19414
0 97 19414
1 97 9
0 441 19217
0 1876 19217
1 1876 441
0 1329 19681
0 130 19681
1 130 1329
0 616 19188
0 262 19188
1 262 616
0 1846 19459
0 750 19459
1 750 1846
0 1140 18989
0 750 18989
1 750 1140
0 260 18956
0 750 18956
1 750 260
0 17 19013
0 553 19013
1 553 17
0 1167 19500
0 1103 19500
1 1103 1167
0 353 19739
0 144 19739
1 144 353
0 388 19431
0 356 19431
1 356 388
0 822 19475
0 465 19475
1 465 822
0 220 18978
0 853 18978
1 853 220
0 1177 19007
0 874 19007
1 874 1177
0 325 19647
0 163 19647
1 163 325
0 1210 18833
0 1421 18833
1 1421 1210
0 949 18995
0 298 18995
1 298 949
0 554 18995
0 11 18995
1 11 554
0 254 19728
0 508 19728
1 508 254
0 1208 19644
0 600 19644
1 600 1208
0 243 19422
0 1380 19422
1 1380 243
0 734 18870
0 687 18870
1 687 734
0 1604 19413
0 1626 19413
1 1626 1604
0 1459 18597
0 1380 18597
1 1380 1459
0 985 18950
0 1747 18950
1 1747 985
0 177 18939
0 553 18939
1 553 177
0 1390 18761
0 1105 18761
1 1105 1390
0 409 19355
0 1328 19355
1 1328 409
0 95 19729
0 211 19729
1 211 95
0 693 19180
0 1579 19180
1 1579 693
0 1769 18599
0 600 18599
1 600 1769
0 25 18576
0 851 18576
1 851 25
0 1619 19460
0 1658 19460
1 1658 1619
0 258 18403
0 1579 18403
1 1579 258
0 770 18295
0 1579 18295
1 1579 770
0 1055 18524
0 685 18524
1 685 1055
0 1715 18946
0 750 18946
1 750 1715
0 591 18509
0 1786 18509
1 1786 591
0 1237 18440
0 1607 18440
1 1607 1237
0 1561 18768
0 853 18768
1 853 1561
0 944 18636
0 11 18636
1 11 944
0 313 18621
0 508 18621
1 508 313
0 751 18106
0 1206 18106
1 1206 751
0 1630 18415
0 211 18415
1 211 1630
0 235 18911
0 1352 18911
1 1352 235
0 1430 18506
0 1496 18506
1 1496 1430
0 1408 18301
0 1115 18301
1 1115 1408
0 1466 18663
0 298 18663
1 298 1466
0 903 18912
0 144 18912
1 144 903
0 957 18476
0 553 18476
1 553 957
0 777 18061
0 208 18061
1 208 777
0 352 19136
0 1318 19136
1 1318 352
0 1000 18421
0 1328 18421
1 1328 1000
0 400 18083
0 1206 18083
1 1206 400
0 667 18605
0 1222 18605
1 1222 667
0 744 18314
0 1658 18314
1 1658 744
0 296 18693
0 341 18693
1 341 296
0 1845 18470
0 1105 18470
1 1105 1845
0 1420 19491
0 891 19491
1 891 1420
0 1903 18699
0 874 18699
1 874 1903
0 129 18932
0 1103 18932
1 1103 129
0 68 19727
0 1149 19727
1 1149 68
0 1797 17975
0 599 17975
1 599 1797
0 877 17713
0 584 17713
1 584 877
0 469 17889
0 553 17889
1 553 469
0 1284 17737
0 1758 17737
1 1758 1284
0 664 17809
0 341 17809
1 341 664
0 1084 17591
0 341 17591
1 341 1084
0 1434 18261
0 980 18261
1 980 1434
0 1023 19057
0 771 19057
1 771 1023
0 283 18569
0 687 18569
1 687 283
0 1153 18393
0 600 18393
1 600 1153
0 622 17950
0 935 17950
1 935 622
0 522 17577
0 652 17577
1 652 522
0 107 18666
0 1421 18666
1 1421 107
0 776 18109
0 508 18109
1 508 776
0 1531 18472
0 808 18472
1 808 1531
0 255 19021
0 162 19021
1 162 255
0 1593 17553
0 784 17553
1 784 1593
0 1686 19219
0 171 19219
1 171 1686
0 1551 18490
0 1404 18490
1 1404 1551
0 710 19318
0 895 19318
1 895 710
0 632 18013
0 1496 18013
1 1496 632
0 1683 18428
0 1401 18428
1 1401 1683
0 820 17895
0 298 17895
1 298 820
0 1010 17753
0 1469 17753
1 1469 1010
0 1116 18697
0 163 18697
1 163 1116
0 1641 17373
0 433 17373
1 433 1641
0 179 18093
0 1940 18093
1 1940 179
0 448 17863
0 209 17863
1 209 448
0 497 17750
0 649 17750
1 649 497
0 1040 18137
0 853 18137
1 853 1040
0 1568 17409
0 808 17409
1 808 1568
0 1777 18114
0 11 18114
1 11 1777
0 963 17473
0 935 17473
1 935 963
0 1460 17346
0 171 17346
1 171 1460
0 868 17693
0 1870 17693
1 1870 868
0 1787 17590
0 341 17590
1 341 1787
0 1261 17338
0 1404 17338
1 1404 1261
0 1828 19817
0 1813 19817
1 1813 1828
0 1107 17806
0 1105 17806
1 1105 1107
0 156 17518
0 687 17518
1 687 156
0 407 18032
0 1691 18032
1 1691 407
0 1953 19489
0 123 19489
1 123 1953
0 758 17005
0 391 17005
1 391 758
0 586 17390
0 1659 17390
1 1659 586
0 719 18502
0 432 18502
1 432 719
0 580 17287
0 1405 17287
1 1405 580
0 1439 17834
0 1328 17834
1 1328 1439
0 1764 19120
0 1141 19120
1 1141 1764
0 56 17608
0 1758 17608
1 1758 56
0 755 17255
0 1461 17255
1 1461 755
0 909 19020
0 1876 19020
1 1876 909
0 1667 19742
0 362 19742
1 362 1667
0 577 17180
0 1940 17180
1 1940 577
0 406 17877
0 1682 17877
1 1682 406
0 99 17239
0 1401 17239
1 1401 99
0 343 19517
0 1826 19517
1 1826 343
0 1716 17256
0 1738 17256
1 1738 1716
0 1039 17831
0 1206 17831
1 1206 1039
0 443 18274
0 702 18274
1 702 443
0 847 16510
0 1826 16510
1 1826 847
0 75 16839
0 391 16839
1 391 75
0 1633 17217
0 1469 17217
1 1469 1633
0 634 17452
0 752 17452
1 752 634
0 1258 18816
0 465 18816
1 465 1258
0 692 18007
0 1050 18007
1 1050 692
0 889 16356
0 1273 16356
1 1273 889
0 84 16812
0 432 16812
1 432 84
0 242 16430
0 391 16430
1 391 242
0 1792 17763
0 1149 17763
1 1149 1792
0 337 16605
0 645 16605
1 645 337
0 1590 16230
0 1371 16230
1 1371 1590
0 442 16058
0 1149 16058
1 1149 442
0 1985 16963
0 1413 16963
1 1413 1985
0 637 16750
0 359 16750
1 359 637
0 858 18135
0 37 18135
1 37 858
0 1559 16677
0 1758 16677
1 1758 1559
0 529 17234
0 1505 17234
1 1505 529
0 647 18241
0 750 18241
1 750 647
0 1847 17043
0 236 17043
1 236 1847
0 1768 16129
0 22 16129
1 22 1768
0 1541 16838
0 1659 16838
1 1659 1541
0 1833 16537
0 1682 16537
1 1682 1833
0 1320 16647
0 682 16647
1 682 1320
0 1555 17999
0 1058 17999
1 1058 1555
0 1034 16155
0 391 16155
1 391 1034
0 1780 16491
0 1206 16491
1 1206 1780
0 226 18528
0 1626 18528
1 1626 226
0 1672 15663
0 713 15663
1 713 1672
0 228 17827
0 1222 17827
1 1222 228
0 295 16574
0 1876 16574
1 1876 295
0 775 17441
0 548 17441
1 548 775
0 1542 15429
0 361 15429
1 361 1542
0 1044 16742
0 1572 16742
1 1572 1044
0 79 16178
0 432 16178
1 432 79
0 812 16761
0 1102 16761
1 1102 812
0 154 16375
0 1266 16375
1 1266 154
0 264 15863
0 750 15863
1 750 264
0 1830 15204
0 1498 15204
1 1498 1830
0 153 16404
0 1410 16404
1 1410 153
0 1571 15800
0 470 15800
1 470 1571
0 1376 15523
0 954 15523
1 954 1376
0 1714 16546
0 1940 16546
1 1940 1714
0 1030 18261
0 1556 18261
1 1556 1030
0 1804 16620
0 1581 16620
1 1581 1804
0 48 16955
0 1691 16955
1 1691 48
0 1778 15704
0 1206 15704
1 1206 1778
0 458 16501
0 1752 16501
1 1752 458
0 1692 15310
0 582 15310
1 582 1692
0 613 15121
0 1691 15121
1 1691 613
0 1506 17512
0 1142 17512
1 1142 1506
0 355 17192
0 707 17192
1 707 355
0 1919 16171
0 1789 16171
1 1789 1919
0 111 15274
0 1102 15274
1 1102 111
0 960 15152
0 470 15152
1 470 960
0 1763 18042
0 211 18042
1 211 1763
0 12 15653
0 917 15653
1 917 12
0 1519 17848
0 794 17848
1 794 1519
0 1199 16432
0 1826 16432
1 1826 1199
0 1062 17042
0 1404 17042
1 1404 1062
0 1508 15006
0 582 15006
1 582 1508
0 63 17412
0 508 17412
1 508 63
0 978 17076
0 206 17076
1 206 978
0 1291 17891
0 144 17891
1 144 1291
0 252 17075
0 1870 17075
1 1870 252
0 511 15853
0 74 15853
1 74 511
0 1587 14699
0 147 14699
1 147 1587
0 739 14986
0 307 14986
1 307 739
0 615 17770
0 1103 17770
1 1103 615
0 1330 15528
0 1876 15528
1 1876 1330
0 1592 18992
0 1614 18992
1 1614 1592
0 841 17113
0 11 17113
1 11 841
0 723 18001
0 1402 18001
1 1402 723
0 1956 17773
0 874 17773
1 874 1956
0 1477 15104
0 256 15104
1 256 1477
0 1835 16641
0 1461 16641
1 1461 1835
0 916 17004
0 1105 17004
1 1105 916
0 202 14339
0 437 14339
1 437 202
0 167 15870
0 1929 15870
1 1929 167
0 887 17528
0 1680 17528
1 1680 887
0 1092 15335
0 1980 15335
1 1980 1092
0 1444 18780
0 576 18780
1 576 1444
0 884 14783
0 917 14783
1 917 884
0 1342 17093
0 171 17093
1 171 1342
0 110 15314
0 862 15314
1 862 110
0 227 19568
0 417 19568
1 417 227
0 1381 17846
0 208 17846
1 208 1381
0 1319 16511
0 919 16511
1 919 1319
0 480 16149
0 492 16149
1 492 480
0 194 14858
0 192 14858
1 192 194
0 285 17232
0 298 17232
1 298 285
0 1562 15548
0 1222 15548
1 1222 1562
0 1702 15805
0 1058 15805
1 1058 1702
0 57 17210
0 163 17210
1 163 57
0 1931 15420
0 361 15420
1 361 1931
0 1228 15954
0 359 15954
1 359 1228
0 823 15529
0 781 15529
1 781 823
0 1625 17111
0 935 17111
1 935 1625
0 1904 14354
0 1957 14354
1 1957 1904
0 1990 17145
0 649 17145
1 649 1990
0 762 18283
0 1579 18283
1 1579 762
0 535 16642
0 1597 16642
1 1597 535
0 1347 15893
0 1505 15893
1 1505 1347
0 1431 17820
0 109 17820
1 109 1431
0 1707 15131
0 1940 15131
1 1940 1707
0 1163 15327
0 432 15327
1 432 1163
0 112 16574
0 806 16574
1 806 112
0 1182 14366
0 1423 14366
1 1423 1182
0 195 18367
0 851 18367
1 851 195
0 118 19067
0 1145 19067
1 1145 118
0 1879 13767
0 109 13767
1 109 1879
0 778 15242
0 1468 15242
1 1468 778
0 1219 14132
0 1938 14132
1 1938 1219
0 894 14170
0 1980 14170
1 1980 894
0 197 13999
0 1400 13999
1 1400 197
0 1944 18423
0 1168 18423
1 1168 1944
0 188 18015
0 1932 18015
1 1932 188
0 277 16803
0 1534 16803
1 1534 277
0 745 14343
0 348 14343
1 348 745
0 1003 14717
0 824 14717
1 824 1003
0 1549 17332
0 1425 17332
1 1425 1549
0 196 17784
0 891 17784
1 891 196
0 703 14322
0 1187 14322
1 1187 703
0 1844 13694
0 1854 13694
1 1854 1844
0 728 16312
0 1050 16312
1 1050 728
0 1996 19017
0 1699 19017
1 1699 1996
0 52 16716
0 1972 16716
1 1972 52
0 1829 17142
0 853 17142
1 853 1829
0 859 13904
0 359 13904
1 359 859
0 331 17823
0 1658 17823
1 1658 331
0 204 13256
0 1658 13256
1 1658 204
0 1089 13397
0 1425 13397
1 1425 1089
0 527 16332
0 465 16332
1 465 527
0 149 13812
0 473 13812
1 473 149
0 1160 18479
0 1747 18479
1 1747 1160
0 1026 14401
0 256 14401
1 256 1026
0 316 14339
0 23 14339
1 23 316
0 456 14706
0 1649 14706
1 1649 456
0 1312 17298
0 1358 17298
1 1358 1312
0 732 16582
0 1122 16582
1 1122 732
0 1373 14090
0 208 14090
1 208 1373
0 261 16311
0 1900 16311
1 1900 261
0 1748 13131
0 1293 13131
1 1293 1748
0 1893 13057
0 867 13057
1 867 1893
0 1499 16697
0 766 16697
1 766 1499
0 1759 15042
0 681 15042
1 681 1759
0 1087 19811
0 1823 19811
1 1823 1087
0 1897 14814
0 470 14814
1 470 1897
0 1280 14103
0 417 14103
1 417 1280
0 1009 14328
0 1105 14328
1 1105 1009
0 1437 14674
0 582 14674
1 582 1437
0 1066 13830
0 1126 13830
1 1126 1066
0 1488 15846
0 1659 15846
1 1659 1488
0 1946 15840
0 1842 15840
1 1842 1946
0 950 15487
0 1954 15487
1 1954 950
0 1075 16049
0 1969 16049
1 1969 1075
0 1518 13205
0 1479 13205
1 1479 1518
0 1014 14911
0 1297 14911
1 1297 1014
0 1520 18369
0 495 18369
1 495 1520
0 1718 13618
0 1145 13618
1 1145 1718
0 1960 16738
0 1328 16738
1 1328 1960
0 1784 13820
0 1597 13820
1 1597 1784
0 876 13888
0 781 13888
1 781 876
0 519 12490
0 1557 12490
1 1557 519
0 299 18112
0 430 18112
1 430 299
0 1213 13775
0 1175 13775
1 1175 1213
0 1099 16916
0 1255 16916
1 1255 1099
0 70 14061
0 1599 14061
1 1599 70
0 1494 15355
0 464 15355
1 464 1494
0 201 16093
0 1198 16093
1 1198 201
0 1346 14059
0 919 14059
1 919 1346
0 429 12446
0 105 12446
1 105 429
0 1693 15174
0 1410 15174
1 1410 1693
0 1967 12917
0 208 12917
1 208 1967
0 250 13078
0 473 13078
1 473 250
0 363 16301
0 1273 16301
1 1273 363
0 135 14224
0 1929 14224
1 1929 135
0 246 14780
0 794 14780
1 794 246
0 1700 14786
0 530 14786
1 530 1700
0 1924 14134
0 576 14134
1 576 1924
0 77 12673
0 688 12673
1 688 77
0 782 12081
0 875 12081
1 875 782
0 1412 17685
0 335 17685
1 335 1412
0 1344 15530
0 698 15530
1 698 1344
0 1567 19047
0 97 19047
1 97 1567
0 327 12508
0 1328 12508
1 1328 327
0 801 17642
0 553 17642
1 553 801
0 1024 12562
0 495 12562
1 495 1024
0 1965 19450
0 169 19450
1 169 1965
0 1086 14059
0 492 14059
1 492 1086
0 148 15732
0 1232 15732
1 1232 148
0 1059 16029
0 1094 16029
1 1094 1059
0 181 13053
0 1747 13053
1 1747 181
0 1497 12502
0 1597 12502
1 1597 1497
0 1398 15558
0 690 15558
1 690 1398
0 669 12135
0 1273 12135
1 1273 669
0 928 18635
0 735 18635
1 735 928
0 275 13679
0 432 13679
1 432 275
0 1095 14349
0 1975 14349
1 1975 1095
0 1239 19227
0 1123 19227
1 1123 1239
0 1147 12039
0 278 12039
1 278 1147
0 3 11899
0 760 11899
1 760 3
0 379 13602
0 1770 13602
1 1770 379
0 26 12903
0 1333 12903
1 1333 26
0 1218 19365
0 1997 19365
1 1997 1218
0 1644 13035
0 611 13035
1 611 1644
0 413 14545
0 1647 14545
1 1647 413
0 1180 12087
0 1929 12087
1 1929 1180
0 1936 15317
0 733 15317
1 733 1936
0 1888 13331
0 853 13331
1 853 1888
0 797 11599
0 994 11599
1 994 797
0 872 14111
0 231 14111
1 231 872
0 1422 13248
0 1658 13248
1 1658 1422
0 421 15765
0 717 15765
1 717 421
0 1183 18250
0 685 18250
1 685 1183
0 1697 13727
0 1940 13727
1 1940 1697
0 1209 13909
0 361 13909
1 361 1209
0 1457 14615
0 74 14615
1 74 1457
0 1959 11865
0 1094 11865
1 1094 1959
0 1827 11945
0 495 11945
1 495 1827
0 159 11251
0 21 11251
1 21 159
0 1538 13359
0 1699 13359
1 1699 1538
0 392 14947
0 1176 14947
1 1176 392
0 1624 11376
0 1271 11376
1 1271 1624
0 1689 11476
0 626 11476
1 626 1689
0 514 11554
0 1770 11554
1 1770 514
0 882 13583
0 450 13583
1 450 882
0 1166 13113
0 465 13113
1 465 1166
0 1248 14126
0 171 14126
1 171 1248
0 1360 13403
0 1709 13403
1 1709 1360
0 772 12697
0 966 12697
1 966 772
0 1 11583
0 1681 11583
1 1681 1
0 1294 13887
0 935 13887
1 935 1294
0 334 13941
0 163 13941
1 163 334
0 131 12615
0 1842 12615
1 1842 131
0 1049 17156
0 209 17156
1 209 1049
0 704 11009
0 450 11009
1 450 704
0 939 11036
0 626 11036
1 626 939
0 1074 17835
0 1318 17835
1 1318 1074
0 124 11865
0 1963 11865
1 1963 124
0 1227 14439
0 575 14439
1 575 1227
0 663 14215
0 1666 14215
1 1666 663
0 639 14823
0 1150 14823
1 1150 639
0 1001 13241
0 1189 13241
1 1189 1001
0 1527 12871
0 681 12871
1 681 1527
0 1873 17030
0 1818 17030
1 1818 1873
0 447 16888
0 123 16888
1 123 447
0 175 13306
0 1288 13306
1 1288 175
0 265 12793
0 472 12793
1 472 265
0 1473 14909
0 1142 14909
1 1142 1473
0 1861 13513
0 1399 13513
1 1399 1861
0 1620 13892
0 1920 13892
1 1920 1620
0 1976 11701
0 291 11701
1 291 1976
0 1433 12815
0 970 12815
1 970 1433
0 128 11539
0 1997 11539
1 1997 128
0 1456 11369
0 850 11369
1 850 1456
0 185 14331
0 205 14331
1 205 185
0 1467 13278
0 973 13278
1 973 1467
0 380 15859
0 236 15859
1 236 380
0 1108 15360
0 1572 15360
1 1572 1108
0 401 16178
0 716 16178
1 716 401
0 1883 15610
0 555 15610
1 555 1883
0 913 14676
0 1826 14676
1 1826 913
0 1078 17137
0 1341 17137
1 1341 1078
0 1869 12653
0 1173 12653
1 1173 1869
0 1552 13561
0 1980 13561
1 1980 1552
0 864 11241
0 1940 11241
1 1940 864
0 526 13125
0 290 13125
1 290 526
0 789 10162
0 1601 10162
1 1601 789
0 1621 11964
0 452 11964
1 452 1621
0 69 10501
0 1399 10501
1 1399 69
0 1577 15230
0 1922 15230
1 1922 1577
0 635 11360
0 231 11360
1 231 635
0 237 13358
0 1972 13358
1 1972 237
0 572 13058
0 1064 13058
1 1064 572
0 1704 10497
0 269 10497
1 269 1704
0 1730 14537
0 307 14537
1 307 1730
0 1651 16342
0 752 16342
1 752 1651
0 462 13393
0 891 13393
1 891 462
0 414 11675
0 735 11675
1 735 414
0 1994 14413
0 874 14413
1 874 1994
0 1891 11085
0 369 11085
1 369 1891
0 1643 11673
0 1978 11673
1 1978 1643
0 953 11627
0 1279 11627
1 1279 953
0 240 11181
0 518 11181
1 518 240
0 498 10766
0 174 10766
1 174 498
0 1130 13990
0 192 13990
1 192 1130
0 1382 11546
0 1333 11546
1 1333 1382
0 642 13953
0 1256 13953
1 1256 642
0 998 16514
0 1918 16514
1 1918 998
0 1731 12438
0 1175 12438
1 1175 1731
0 596 11117
0 21 11117
1 21 596
0 590 12161
0 661 12161
1 661 590
0 1337 13148
0 308 13148
1 308 1337
0 1406 12071
0 688 12071
