9917847 4000
1 1635 1131
0 636 18947
1 1109 636
0 751 13365
1 104 751
0 1197 16077
1 1997 1197
0 734 11610
1 1338 734
0 1511 14778
1 1247 1511
0 1319 12785
1 1126 1319
0 1585 11497
1 495 1585
0 1435 11671
1 391 1435
0 1991 13284
1 407 1991
0 167 18917
1 1597 167
0 1344 11847
1 1387 1344
0 850 15605
1 1454 850
0 1295 15196
1 379 1295
0 78 12418
1 1465 78
0 1075 16368
1 754 1075
0 770 13236
1 1662 770
0 1434 18468
1 49 1434
0 258 18382
1 1163 258
0 1799 16660
1 1851 1799
0 651 12404
1 239 651
0 1329 13995
1 1105 1329
0 243 14632
1 89 243
0 1235 12844
1 1078 1235
0 775 13394
1 1018 775
0 774 12186
1 1707 774
0 546 13064
1 511 546
0 1670 16691
1 1834 1670
0 1886 12421
1 1167 1886
0 71 14047
1 233 71
0 1622 12156
1 492 1622
0 1458 16777
1 1983 1458
0 1822 11921
1 749 1822
0 1310 14015
1 1492 1310
0 406 15742
1 318 406
0 231 12841
1 1427 231
0 1585 16901
1 898 1585
0 1773 16551
1 253 1773
0 1506 16025
1 590 1506
0 1430 15857
1 1189 1430
0 1517 14104
1 1080 1517
0 962 16726
1 62 962
0 1898 15501
1 1483 1898
0 1753 15203
1 921 1753
0 925 19246
1 824 925
0 1688 14460
1 186 1688
0 10 13365
1 1840 10
0 1176 12928
1 1103 1176
0 1119 14149
1 317 1119
0 731 15397
1 1827 731
0 1344 14848
1 1744 1344
0 1518 17283
1 214 1518
0 1863 15596
1 421 1863
0 48 12621
1 1308 48
0 413 13894
1 891 413
0 1749 12562
1 1958 1749
0 514 16249
1 153 514
0 174 12826
1 1679 174
0 1822 13323
1 327 1822
0 1 16965
1 1963 1
0 361 15140
1 1986 361
0 1830 16895
1 1030 1830
0 1505 15590
1 1644 1505
0 271 12646
1 474 271
0 308 16687
1 1702 308
0 1859 14671
1 892 1859
0 1622 14463
1 1227 1622
0 774 12627
1 1639 774
0 1519 18612
1 163 1519
0 1575 17512
1 862 1575
0 1899 15398
1 1378 1899
0 896 15727
1 183 896
0 1099 16167
1 1969 1099
0 1305 17228
1 1028 1305
0 154 18967
1 433 154
0 642 17429
1 552 642
0 116 16275
1 741 116
0 1452 14811
1 1388 1452
0 354 17126
1 1425 354
0 205 15488
1 599 205
0 281 13833
1 672 281
0 1996 16333
1 1350 1996
0 22 14015
1 1755 22
0 1220 16593
1 1990 1220
0 48 15280
1 1820 48
0 774 14862
1 776 774
0 673 13352
1 306 673
0 595 13265
1 1967 595
0 1386 19144
1 1112 1386
0 333 14898
1 478 333
0 238 12901
1 644 238
0 174 14219
1 324 174
0 1769 14933
1 1847 1769
0 871 15682
1 129 871
0 231 12993
1 545 231
0 1326 13804
1 1641 1326
0 1711 17013
1 801 1711
0 1069 15739
1 724 1069
0 1140 14035
1 566 1140
0 873 17553
1 1751 873
0 1361 14357
1 540 1361
0 787 16662
1 1150 787
0 546 16075
1 1351 546
0 1455 14016
1 661 1455
0 895 14278
1 923 895
0 1680 17273
1 718 1680
0 447 15408
1 740 447
0 770 17988
1 280 770
0 251 14553
1 639 251
0 368 15824
1 1512 368
0 595 15651
1 215 595
0 1700 14451
1 627 1700
0 1991 14808
1 578 1991
0 1225 13607
1 1291 1225
0 330 17725
1 1650 330
0 1118 13338
1 1390 1118
0 298 13545
1 704 298
0 1822 16430
1 1841 1822
0 234 14720
1 1424 234
0 1118 15071
1 1004 1118
0 1047 13445
1 1431 1047
0 1440 16639
1 762 1440
0 1789 13591
1 1491 1789
0 1771 14794
1 1343 1771
0 1426 16246
1 1658 1426
0 1467 14828
1 1723 1467
0 1774 14570
1 617 1774
0 1047 15184
1 910 1047
0 298 15330
1 247 298
0 241 15760
1 1213 241
0 1225 13786
1 1137 1225
0 487 18922
1 1486 487
0 185 18038
1 598 185
0 755 15594
1 1633 755
0 164 15119
1 1071 164
0 1978 14442
1 276 1978
0 109 14492
1 356 109
0 1805 14940
1 1190 1805
0 36 17619
1 1482 36
0 1933 15013
1 1590 1933
0 1611 14282
1 353 1611
0 359 15947
1 790 359
0 1068 17485
1 970 1068
0 413 14752
1 1408 413
0 1432 15866
1 1618 1432
0 1008 14587
1 279 1008
0 22 14039
1 1369 22
0 1455 14284
1 1363 1455
0 1140 15590
1 711 1140
0 22 14132
1 1489 22
0 760 17913
1 518 760
0 1034 15254
1 240 1034
0 1692 17291
1 761 1692
0 1242 14492
1 95 1242
0 634 14128
1 190 634
0 22 14143
1 1218 22
0 22 15089
1 1100 22
0 1119 14572
1 553 1119
0 1821 14762
1 1510 1821
0 1033 18162
1 1208 1033
0 924 15338
1 367 924
0 1566 14229
1 160 1566
0 309 16639
1 1583 309
0 1002 19704
1 1936 1002
0 922 15585
1 63 922
0 895 16123
1 1623 895
0 1611 15058
1 242 1611
0 1455 16773
1 1598 1455
0 1701 17474
1 1251 1701
0 1012 17304
1 1542 1012
0 192 17281
1 1968 192
0 1630 16131
1 1404 1630
0 1978 16569
1 1592 1978
0 1622 14893
1 137 1622
0 1242 16972
1 1179 1242
0 786 16365
1 1288 786
0 251 17360
1 1039 251
0 1119 17742
1 1245 1119
0 1008 15260
1 543 1008
0 243 16045
1 41 243
0 161 16793
1 1903 161
0 1859 16151
1 1756 1859
0 1821 17368
1 1790 1821
0 1608 15058
1 417 1608
0 39 15485
1 1577 39
0 685 18460
1 1964 685
0 957 17877
1 662 957
0 1344 16048
1 1327 1344
0 847 17751
1 1032 847
0 1622 18663
1 1226 1622
0 333 15968
1 1696 333
0 150 15782
1 1459 150
0 1769 18457
1 506 1769
0 1805 16025
1 1414 1805
0 149 17635
1 986 149
0 1558 15540
1 1093 1558
0 712 16244
1 879 712
0 1611 18318
1 723 1611
0 57 15705
1 927 57
0 1118 15815
1 523 1118
0 632 15958
1 1801 632
0 22 15702
1 224 22
0 845 18229
1 631 845
0 361 15606
1 624 361
0 1651 16879
1 1668 1651
0 1809 17860
1 180 1809
0 1047 16734
1 6 1047
0 1295 16528
1 1164 1295
0 1610 15612
1 1298 1610
0 48 18030
1 560 48
0 298 16161
1 1605 298
0 924 16625
1 1878 924
0 815 16924
1 1170 815
0 966 16151
1 1850 966
0 98 17444
1 1272 98
0 731 16989
1 575 731
0 1899 16811
1 1062 1899
0 586 15517
1 561 586
0 447 15563
1 706 447
0 1918 16464
1 92 1918
0 39 16229
1 1619 39
0 1372 15545
1 466 1372
0 894 17882
1 1473 894
0 1898 16425
1 1783 1898
0 616 17039
1 1359 616
0 1196 16884
1 1593 1196
0 586 16307
1 857 586
0 1372 16267
1 471 1372
0 1307 17215
1 1480 1307
0 1134 17156
1 236 1134
0 755 15877
1 604 755
0 1863 16461
1 349 1863
0 850 18027
1 16 850
0 1610 16768
1 58 1610
0 595 18404
1 656 595
0 22 17194
1 165 22
0 896 16997
1 370 896
0 880 15849
1 1636 880
0 406 16605
1 703 406
0 1433 18646
1 1664 1433
0 1890 19312
1 97 1890
0 1803 17347
1 735 1803
0 1118 16084
1 12 1118
0 1432 15935
1 340 1432
0 755 16112
1 1411 755
0 719 18245
1 691 719
0 359 18163
1 942 359
0 632 16626
1 1976 632
0 1506 16646
1 134 1506
0 1805 17018
1 948 1805
0 1344 16122
1 1940 1344
0 773 16676
1 1690 773
0 88 16634
1 286 88
0 609 16928
1 1697 609
0 546 16772
1 1911 546
0 1921 16648
1 1501 1921
0 755 16520
1 449 755
0 1344 18033
1 805 1344
0 895 18424
1 689 895
0 1630 17252
1 1217 1630
0 978 17029
1 533 978
0 1859 17809
1 1346 1859
0 966 16387
1 819 966
0 298 17341
1 1943 298
0 1099 16651
1 1546 1099
0 39 17057
1 1355 39
0 712 19139
1 1374 712
0 1426 17314
1 440 1426
0 514 16415
1 1545 514
0 1726 16460
1 1182 1726
0 585 19296
1 577 585
0 124 18383
1 1303 124
0 116 16992
1 1811 116
0 586 16574
1 136 586
0 1336 17570
1 53 1336
0 213 18295
1 1332 213
0 1996 19557
1 1770 1996
0 786 18480
1 1606 786
0 1075 17284
1 1045 1075
0 453 18028
1 778 453
0 966 17837
1 1730 966
0 737 17052
1 312 737
0 1822 16700
1 1754 1822
0 806 17345
1 1271 806
0 1726 16544
1 1375 1726
0 1863 17797
1 229 1863
0 1115 16852
1 1116 1115
0 541 17067
1 1600 541
0 755 18237
1 414 755
0 1295 18639
1 1858 1295
0 1726 17729
1 1187 1726
0 1773 17319
1 257 1773
0 199 17750
1 1901 199
0 1685 17075
1 1114 1685
0 1180 18308
1 856 1180
0 632 18205
1 995 632
0 88 17639
1 1882 88
0 309 18647
1 1920 309
0 1506 17380
1 859 1506
0 1921 16869
1 1159 1921
0 1099 17703
1 683 1099
0 787 18813
1 688 787
0 1312 16869
1 1708 1312
0 308 17159
1 1538 308
0 1670 17474
1 915 1670
0 1822 19104
1 1253 1822
0 1047 18113
1 315 1047
0 509 16956
1 1567 509
0 1455 17465
1 1484 1455
0 1776 18828
1 344 1776
0 619 17450
1 589 619
0 161 19862
1 268 161
0 1899 18148
1 828 1899
0 44 17556
1 1281 44
0 680 17586
1 1091 680
0 1101 17450
1 1653 1101
0 1312 19172
1 686 1312
0 1196 17882
1 516 1196
0 1830 17531
1 401 1830
0 1585 18820
1 1573 1585
0 815 18400
1 1145 815
0 1 17563
1 875 1
0 116 17203
1 8 116
0 439 19565
1 341 439
0 1772 18835
1 795 1772
0 1410 17358
1 1239 1410
0 616 17927
1 1691 616
0 39 18674
1 1944 39
0 541 18173
1 984 541
0 208 18086
1 623 208
0 1536 19322
1 777 1536
0 1063 18580
1 1402 1063
0 28 18305
1 1448 28
0 22 17880
1 1748 22
0 1307 19747
1 1074 1307
0 1796 18982
1 807 1796
0 1569 17895
1 1937 1569
0 1305 19804
1 14 1305
0 558 18250
1 1888 558
0 1692 18174
1 1513 1692
0 298 18788
1 1370 298
0 806 18999
1 1450 806
0 1803 19771
1 73 1803
0 1410 18222
1 1273 1410
0 251 18080
1 24 251
0 1821 18231
1 542 1821
0 143 19466
1 1703 143
0 642 18454
1 1396 642
0 98 18376
1 15 98
0 619 18826
1 1260 619
0 1670 19195
1 1657 1670
0 1068 18150
1 1249 1068
0 1830 18535
1 1521 1830
0 873 18400
1 539 873
0 1336 18180
1 1029 1336
0 1221 18594
1 292 1221
0 1119 18754
1 972 1119
0 199 18962
1 46 199
0 847 18523
1 603 847
0 1848 18347
1 1959 1848
0 334 18470
1 1893 334
0 1569 18590
1 1466 1569
0 760 19024
1 427 760
0 559 19007
1 1553 559
0 752 18414
1 146 752
0 770 19643
1 1734 770
0 1344 19670
1 1768 1344
0 1802 18781
1 1974 1802
0 1899 19751
1 1813 1899
0 1033 19382
1 1552 1033
0 541 18864
1 1541 541
0 1692 19288
1 294 1692
0 632 19377
1 610 632
0 1410 19130
1 1539 1410
0 1821 18679
1 1315 1821
0 755 18865
1 991 755
0 1631 19180
1 263 1631
0 719 18788
1 1906 719
0 558 19021
1 272 558
0 1348 18944
1 1927 1348
0 98 19219
1 1094 98
0 258 19240
1 1366 258
0 1885 19791
1 1812 1885
0 960 19088
1 1436 960
0 815 19166
1 1842 815
0 873 19096
1 1724 873
0 752 18953
1 1817 752
0 1405 19770
1 1162 1405
0 1556 19086
1 1698 1556
0 642 19585
1 851 642
0 1569 19387
1 490 1569
0 1221 19284
1 864 1221
0 39 19679
1 1412 39
0 144 19430
1 1694 144
0 298 19430
1 1741 298
0 787 19327
1 131 787
0 619 19647
1 493 619
0 755 19453
1 1461 755
0 487 19870
1 1561 487
0 1348 19678
1 676 1348
0 199 19389
1 1129 199
0 1796 19576
1 1333 1796
0 559 19472
1 576 559
0 1556 19437
1 785 1556
0 712 19630
1 1954 712
0 1265 19574
1 544 1265
0 1386 19512
1 1504 1386
0 472 19733
1 1010 472
0 1670 19812
1 1090 1670
0 258 19520
1 1704 258
0 925 19883
1 605 925
0 1221 19842
1 1806 1221
0 1692 19737
1 886 1692
0 1890 19663
1 277 1890
0 1033 19921
1 1652 1033
0 298 19730
1 1627 298
0 1556 19626
1 1993 1556
0 755 19700
1 483 755
0 143 19982
1 1792 143
0 439 19800
1 613 439
0 642 19759
1 908 642
0 712 19889
1 1550 712
0 770 19735
1 1910 770
0 619 19952
1 594 619
0 1344 19837
1 1043 1344
0 472 19815
1 947 472
0 472 19993
1 20 472
0 161 19947
1 266 161
0 161 19962
1 846 161
0 161 19991
1 784 161
0 143 19997
1 1453 143
0 161 19994
1 158 161
0 619 19974
0 158 19974
1 158 619
0 925 19955
0 846 19955
1 846 925
0 1670 19972
0 1453 19972
1 1453 1670
0 1885 19941
0 266 19941
1 266 1885
0 1803 19961
0 784 19961
1 784 1803
0 642 19913
0 784 19913
1 784 642
0 1899 19932
0 1453 19932
1 1453 1899
0 1307 19973
0 1111 19973
1 1111 1307
0 1692 19847
0 1111 19847
1 1111 1692
0 770 19954
0 846 19954
1 846 770
0 298 19958
0 158 19958
1 158 298
0 1002 19925
0 266 19925
1 266 1002
0 755 19799
0 947 19799
1 947 755
0 1890 19762
0 1043 19762
1 1043 1890
0 1796 19746
0 1043 19746
1 1043 1796
0 1996 19891
0 1453 19891
1 1453 1996
0 258 19898
0 784 19898
1 784 258
0 144 19675
0 784 19675
1 784 144
0 787 19609
0 1993 19609
1 1993 787
0 1536 19840
0 1111 19840
1 1111 1536
0 585 19584
0 1993 19584
1 1993 585
0 1507 19690
0 1043 19690
1 1043 1507
0 98 19732
0 594 19732
1 594 98
0 1631 19554
0 1043 19554
1 1043 1631
0 815 19728
0 1910 19728
1 1910 815
0 1410 19480
0 1043 19480
1 1043 1410
0 873 19440
0 1504 19440
1 1504 873
0 84 19437
0 544 19437
1 544 84
0 760 19678
0 1453 19678
1 1453 760
0 558 19604
0 784 19604
1 784 558
0 752 19349
0 784 19349
1 784 752
0 636 19374
0 544 19374
1 544 636
0 167 19307
0 544 19307
1 544 167
0 541 19521
0 605 19521
1 605 541
0 110 19699
0 1550 19699
1 1550 110
0 1772 19417
0 1954 19417
1 1954 1772
0 719 19317
0 576 19317
1 576 719
0 1802 19551
0 886 19551
1 886 1802
0 1119 19814
0 846 19814
1 846 1119
0 1594 19198
0 1741 19198
1 1741 1594
0 309 19218
0 493 19218
1 493 309
0 1433 19142
0 1694 19142
1 1694 1433
0 1295 19287
0 1561 19287
1 1561 1295
0 463 19306
0 676 19306
1 676 463
0 1434 19533
0 1806 19533
1 1806 1434
0 685 19494
0 1010 19494
1 1010 685
0 895 19442
0 1910 19442
1 1910 895
0 999 19030
0 1010 19030
1 1010 999
0 1667 19400
0 1043 19400
1 1043 1667
0 1180 19084
0 864 19084
1 864 1180
0 28 19309
0 784 19309
1 784 28
0 213 19207
0 576 19207
1 576 213
0 845 19105
0 1412 19105
1 1412 845
0 937 18802
0 864 18802
1 864 937
0 1336 18932
0 1698 18932
1 1698 1336
0 359 18575
0 1698 18575
1 1698 359
0 1068 19692
0 908 19692
1 908 1068
0 1047 18818
0 1366 18818
1 1366 1047
0 208 19497
0 1090 19497
1 1090 208
0 251 18429
0 1090 18429
1 1090 251
0 168 19509
0 1704 19509
1 1704 168
0 185 19104
0 493 19104
1 493 185
0 48 18408
0 1090 18408
1 1090 48
0 1549 18494
0 1813 18494
1 1813 1549
0 616 18381
0 1090 18381
1 1090 616
0 894 19246
0 1461 19246
1 1461 894
0 22 18533
0 1552 18533
1 1552 22
0 957 18430
0 1974 18430
1 1974 957
0 966 18639
0 1539 18639
1 1539 966
0 1859 18674
0 263 18674
1 263 1859
0 1863 19772
0 266 19772
1 266 1863
0 1726 18285
0 1893 18285
1 1893 1726
0 330 19092
0 1561 19092
1 1561 330
0 1099 18334
0 1813 18334
1 1813 1099
0 572 19351
0 1453 19351
1 1453 572
0 1301 19113
0 1741 19113
1 1741 1301
0 680 18153
0 1561 18153
1 1561 680
0 1 19579
0 277 19579
1 277 1
0 1575 18570
0 294 18570
1 294 1575
0 1701 18139
0 1741 18139
1 1741 1701
0 1455 18926
0 1010 18926
1 1010 1455
0 1101 19228
0 1954 19228
1 1954 1101
0 993 18030
0 1260 18030
1 1260 993
0 1506 19316
0 1333 19316
1 1333 1506
0 1934 19936
0 20 19936
1 20 1934
0 1773 18295
0 1552 18295
1 1552 1773
0 1426 17875
0 73 17875
1 73 1426
0 747 19586
0 1652 19586
1 1652 747
0 1012 17876
0 1273 17876
1 1273 1012
0 1548 18287
0 1974 18287
1 1974 1548
0 192 18279
0 1539 18279
1 1539 192
0 393 18986
0 851 18986
1 851 393
0 249 18899
0 1817 18899
1 1817 249
0 1630 18393
0 1704 18393
1 1704 1630
0 1624 19393
0 1504 19393
1 1504 1624
0 1168 18520
0 908 18520
1 908 1168
0 865 17880
0 24 17880
1 24 865
0 116 18130
0 1029 18130
1 1029 116
0 1845 17856
0 1450 17856
1 1450 1845
0 783 17606
0 908 17606
1 908 783
0 832 17603
0 1937 17603
1 1937 832
0 308 17607
0 1888 17607
1 1888 308
0 1733 19630
0 1792 19630
1 1792 1733
0 1685 17657
0 1704 17657
1 1704 1685
0 729 17746
0 1539 17746
1 1539 729
0 978 18643
0 1412 18643
1 1412 978
0 1805 18693
0 272 18693
1 272 1805
0 1711 18619
0 610 18619
1 610 1711
0 896 19178
0 886 19178
1 886 896
0 731 17190
0 886 17190
1 886 731
0 1242 18128
0 277 18128
1 277 1242
0 509 18901
0 1162 18901
1 1162 509
0 609 18151
0 1813 18151
1 1813 609
0 1651 18112
0 1521 18112
1 1521 1651
0 1921 17762
0 1273 17762
1 1273 1921
0 1115 19505
0 594 19505
1 594 1115
0 1458 18178
0 972 18178
1 972 1458
0 546 17192
0 341 17192
1 341 546
0 1610 18309
0 1090 18309
1 1090 1610
0 962 18329
0 146 18329
1 146 962
0 773 17159
0 1813 17159
1 1813 773
0 1799 18302
0 1466 18302
1 1466 1799
0 1440 19772
0 947 19772
1 947 1440
0 924 17445
0 777 17445
1 777 924
0 406 16762
0 777 16762
1 777 406
0 1220 19094
0 1694 19094
1 1694 1220
0 586 17270
0 1239 17270
1 1239 586
0 1978 19086
0 676 19086
1 676 1978
0 829 16736
0 1694 16736
1 1694 829
0 701 16709
0 1114 16709
1 1114 701
0 1918 18031
0 1954 18031
1 1954 1918
0 679 17827
0 1552 17827
1 1552 679
0 997 16708
0 1901 16708
1 1901 997
0 1898 16705
0 676 16705
1 676 1898
0 514 17971
0 15 17971
1 15 514
0 1470 18816
0 1094 18816
1 1094 1470
0 1311 16998
0 268 16998
1 268 1311
0 1302 16943
0 341 16943
1 341 1302
0 1372 18211
0 603 18211
1 603 1372
0 464 18306
0 1553 18306
1 1553 464
0 949 17954
0 1396 17954
1 1396 949
0 1385 16995
0 972 16995
1 972 1385
0 1118 16125
0 805 16125
1 805 1118
0 1197 16481
0 1754 16481
1 1754 1197
0 243 16894
0 1253 16894
1 1253 243
0 333 19242
0 1550 19242
1 1550 333
0 189 16269
0 1355 16269
1 1355 189
0 1614 18734
0 1927 18734
1 1927 1614
0 1432 16454
0 1094 16454
1 1094 1432
0 194 17402
0 1704 17402
1 1704 194
0 1382 16272
0 1374 16272
1 1374 1382
0 1257 17242
0 610 17242
1 610 1257
0 1430 16638
0 1114 16638
1 1114 1430
0 880 17464
0 1402 17464
1 1402 880
0 368 18569
0 1541 18569
1 1541 368
0 1870 18127
0 539 18127
1 539 1870
0 150 16154
0 1346 16154
1 1346 150
0 241 17902
0 1260 17902
1 1260 241
0 1069 16013
0 286 16013
1 286 1069
0 404 15870
0 1704 15870
1 1704 404
0 596 15827
0 340 15827
1 340 596
0 57 15824
0 1114 15824
1 1114 57
0 671 16399
0 136 16399
1 136 671
0 871 16847
0 1813 16847
1 1813 871
0 985 18847
0 1436 18847
1 1436 985
0 1761 17489
0 1448 17489
1 1448 1761
0 361 16801
0 947 16801
1 947 361
0 996 17639
0 1504 17639
1 1504 996
0 1140 16828
0 859 16828
1 859 1140
0 1505 16457
0 1730 16457
1 1730 1505
0 922 16381
0 341 16381
1 341 922
0 447 16244
0 1943 16244
1 1943 447
0 1214 18074
0 1249 18074
1 1249 1214
0 1558 17742
0 851 17742
1 851 1558
0 569 16846
0 688 16846
1 688 569
0 205 17754
0 1974 17754
1 1974 205
0 1468 15723
0 286 15723
1 286 1468
0 1659 16408
0 1332 16408
1 1332 1659
0 887 15847
0 610 15847
1 610 887
0 1985 17901
0 1333 17901
1 1333 1985
0 468 18840
0 1043 18840
1 1043 468
0 1447 16682
0 1858 16682
1 1858 1447
0 191 17163
0 875 17163
1 875 191
0 1008 15598
0 1448 15598
1 1448 1008
0 1706 17006
0 828 17006
1 828 1706
0 1034 15807
0 539 15807
1 539 1034
0 1625 19608
0 1627 19608
1 1627 1625
0 1753 15380
0 1593 15380
1 1593 1753
0 1745 16467
0 312 16467
1 312 1745
0 835 18143
0 292 18143
1 292 835
0 164 15361
0 1783 15361
1 1783 164
0 1057 15144
0 1858 15144
1 1858 1057
0 1608 15083
0 828 15083
1 828 1608
0 504 19258
0 544 19258
1 544 504
0 757 16805
0 1920 16805
1 1920 757
0 496 16241
0 819 16241
1 819 496
0 1933 16918
0 1567 16918
1 1567 1933
0 1399 16286
0 440 16286
1 440 1399
0 707 15145
0 1043 15145
1 1043 707
0 517 15822
0 1402 15822
1 1402 517
0 1297 15284
0 1264 15284
1 1264 1297
0 1122 15564
0 1504 15564
1 1504 1122
0 405 15996
0 948 15996
1 948 405
0 897 16599
0 1954 16599
1 1954 897
0 774 15462
0 341 15462
1 341 774
0 1632 16851
0 1708 16851
1 1708 1632
0 1580 19083
0 490 19083
1 490 1580
0 1467 17546
0 908 17546
1 908 1467
0 693 16119
0 449 16119
1 449 693
0 1452 15213
0 653 15213
1 653 1452
0 1991 15951
0 134 15951
1 134 1991
0 1771 16858
0 915 16858
1 915 1771
0 853 15106
0 875 15106
1 875 853
0 1511 15134
0 560 15134
1 560 1511
0 413 15703
0 370 15703
1 370 413
0 234 18791
0 784 18791
1 784 234
0 1130 14884
0 544 14884
1 544 1130
0 1948 18878
0 1724 18878
1 1724 1948
0 380 16960
0 1484 16960
1 1484 380
0 1774 15937
0 1550 15937
1 1550 1774
0 510 16138
0 1553 16138
1 1553 510
0 252 19784
0 158 19784
1 158 252
0 109 17501
0 1888 17501
1 1888 109
0 26 14905
0 1801 14905
1 1801 26
0 1373 14812
0 819 14812
1 819 1373
0 1117 18844
0 1812 18844
1 1812 1117
0 1688 14727
0 506 14727
1 506 1688
0 1700 19154
0 846 19154
1 846 1700
0 919 15089
0 1448 15089
1 1448 919
0 1642 15690
0 1114 15690
1 1114 1642
0 710 15185
0 1170 15185
1 1170 710
0 738 18666
0 991 18666
1 991 738
0 394 14808
0 879 14808
1 879 394
0 1831 14899
0 523 14899
1 523 1831
0 1361 16431
0 1770 16431
1 1770 1361
0 1988 14600
0 134 14600
1 134 1988
0 113 18242
0 1959 18242
1 1959 113
0 1987 14315
0 1448 14315
1 1448 1987
0 1236 14604
0 653 14604
1 653 1236
0 1566 15830
0 1411 15830
1 1411 1566
0 174 16832
0 683 16832
1 683 174
0 488 14216
0 1542 14216
1 1542 488
0 772 17157
0 1145 17157
1 1145 772
0 1324 16705
0 257 16705
1 257 1324
0 764 15192
0 1850 15192
1 1850 764
0 634 18073
0 1741 18073
1 1741 634
0 1523 14531
0 784 14531
1 784 1523
0 1517 14369
0 819 14369
1 819 1517
0 725 15895
0 942 15895
1 942 725
0 71 14344
0 1812 14344
1 1812 71
0 1904 14175
0 1959 14175
1 1959 1904
0 1310 16038
0 1911 16038
1 1911 1310
0 108 14283
0 991 14283
1 991 108
0 1329 14533
0 370 14533
1 370 1329
0 982 15765
0 1664 15765
1 1664 982
0 1477 18207
0 46 18207
1 46 1477
0 727 16857
0 1538 16857
1 1538 727
0 1290 15451
0 1943 15451
1 1943 1290
0 281 14622
0 1708 14622
1 1708 281
0 1313 14167
0 1598 14167
1 1598 1313
0 1596 14474
0 41 14474
1 41 1596
0 412 14642
0 341 14642
1 341 412
0 1326 15755
0 1346 15755
1 1346 1326
0 1720 15481
0 1730 15481
1 1730 1720
0 1225 14652
0 948 14652
1 948 1225
0 1961 14082
0 1411 14082
1 1411 1961
0 1715 14077
0 683 14077
1 683 1715
0 1846 16017
0 1697 16017
1 1697 1846
0 1957 15448
0 236 15448
1 236 1957
0 667 13790
0 279 13790
1 279 667
0 1951 16715
0 1239 16715
1 1239 1951
0 1855 16995
0 589 16995
1 589 1855
0 1789 14240
0 1404 14240
1 1404 1789
0 499 14797
0 1567 14797
1 1567 499
0 1835 19064
0 1806 19064
1 1806 1835
0 640 15802
0 735 15802
1 735 640
0 273 15567
0 16 15567
1 16 273
0 1160 15704
0 1704 15704
1 1704 1160
0 1186 18393
0 493 18393
1 493 1186
0 1144 15021
0 1164 15021
1 1164 1144
0 1975 14555
0 1790 14555
1 1790 1975
0 1645 13874
0 1812 13874
1 1812 1645
0 1727 14370
0 1801 14370
1 1801 1727
0 775 16459
0 676 16459
1 676 775
0 10 13742
0 1408 13742
1 1408 10
0 751 15678
0 136 15678
1 136 751
0 673 16617
0 1116 16617
1 1116 673
0 1928 19210
0 131 19210
1 131 1928
0 1833 15032
0 1593 15032
1 1593 1833
0 696 13682
0 1943 13682
1 1943 696
0 1832 14205
0 134 14205
1 134 1832
0 331 14091
0 1583 14091
1 1583 331
0 171 14401
0 158 14401
1 158 171
0 665 13374
0 1567 13374
1 1567 665
0 1816 13795
0 1664 13795
1 1664 1816
0 231 16909
0 315 16909
1 315 231
0 1176 14631
0 662 14631
1 662 1176
0 238 14608
0 908 14608
1 908 238
0 635 14437
0 1039 14437
1 1039 635
0 75 16439
0 1606 16439
1 1606 75
0 1263 16497
0 1375 16497
1 1375 1263
0 1235 14607
0 449 14607
1 449 1235
0 1533 17172
0 277 17172
1 277 1533
0 1183 13048
0 215 13048
1 215 1183
0 1620 16490
0 1901 16490
1 1901 1620
0 1319 13017
0 280 13017
1 280 1319
0 311 15647
0 1813 15647
1 1813 311
0 297 18074
0 1657 18074
1 1657 297
0 230 15887
0 1094 15887
1 1094 230
0 870 14531
0 544 14531
1 544 870
0 271 14391
0 1179 14391
1 1179 271
0 130 13511
0 1411 13511
1 1411 130
0 669 12885
0 662 12885
1 662 669
0 1537 12728
0 478 12728
1 478 1537
0 347 15594
0 58 15594
1 58 347
0 1749 15297
0 466 15297
1 466 1749
0 402 12662
0 1411 12662
1 1411 402
0 1886 13865
0 240 13865
1 240 1886
0 78 17846
0 1370 17846
1 1370 78
0 651 13014
0 1583 13014
1 1583 651
0 568 16056
0 1501 16056
1 1501 568
0 1392 14704
0 1264 14704
1 1264 1392
0 695 15807
0 12 15807
1 12 695
0 94 16433
0 268 16433
1 268 94
0 1750 17009
0 1281 17009
1 1281 1750
0 484 16301
0 577 16301
1 577 484
0 684 18298
0 1461 18298
1 1461 684
0 119 14263
0 523 14263
1 523 119
0 332 18141
0 1453 18141
1 1453 332
0 1884 14955
0 292 14955
1 292 1884
0 994 12554
0 1370 12554
1 1370 994
0 1106 12420
0 292 12420
1 292 1106
0 1540 16482
0 1271 16482
1 1271 1540
0 638 13976
0 257 13976
1 257 638
0 554 13340
0 16 13340
1 16 554
0 387 15921
0 1976 15921
1 1976 387
0 1234 13192
0 1004 13192
1 1004 1234
0 1276 16520
0 229 16520
1 229 1276
0 248 12925
0 1351 12925
1 1351 248
0 881 14321
0 846 14321
1 846 881
0 1052 14032
0 1208 14032
1 1208 1052
0 1681 18306
0 427 18306
1 427 1681
0 1199 13010
0 158 13010
1 158 1199
0 486 16407
0 53 16407
1 53 486
0 841 14724
0 664 14724
1 664 841
0 1666 19313
0 1129 19313
1 1129 1666
0 1252 13871
0 203 13871
1 203 1252
0 1048 12090
0 1030 12090
1 1030 1048
0 567 16453
0 1045 16453
1 1045 567
0 620 15152
